Platform: Windows | torch main-process threads: 5 | cpu_count: 6
Environment check completed in 0.01s
run_dir: trained\20260715_132120\smart_cuda_brake2
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 10090 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1465 |    1.52 |  570.0 |  20.0% |      0/5 |     70.6
 10100 |     2 |    522.17 |     9.91 |   163.07 |   349.18 |   0.1465 |    3.07 |  570.0 |  40.0% |     2/13 |    156.2
 10110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.51 |  570.0 |  40.0% |      0/0 |     74.0
 10120 |     2 |    425.46 |     9.91 |   162.66 |   252.90 |   0.1465 |    3.07 |  570.0 |  40.0% |     4/13 |    160.4
 10130 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.52 |  570.0 |  40.0% |      0/0 |    389.4
 10140 |     2 |    398.04 |     9.92 |   162.67 |   225.46 |   0.1465 |    3.07 |  570.0 |  20.0% |     2/10 |    489.4
 10150 |     2 |    505.03 |     9.92 |   163.07 |   332.04 |   0.1465 |    3.07 |  570.0 |  30.0% |     4/18 |    160.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 560.0 m
 10160 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.52 |  560.0 |  30.0% |      0/3 |     71.2
 10170 |     2 |    445.54 |     9.91 |   164.38 |   271.25 |   0.1465 |    3.04 |  560.0 |  50.0% |     5/16 |    478.1
 10180 |     2 |    433.41 |     9.93 |   162.54 |   260.95 |   0.1465 |    3.08 |  560.0 |  50.0% |      2/4 |    155.4
 10190 |     2 |    470.23 |     9.92 |   163.12 |   297.19 |   0.1465 |    3.07 |  560.0 |  20.0% |     5/14 |    156.6
 10200 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.52 |  560.0 |  20.0% |      0/0 |     76.9
 10210 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.53 |  560.0 |  60.0% |     6/12 |    404.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 550.0 m
 10220 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1465 |    1.52 |  550.0 |  20.0% |      0/0 |     74.6
 10230 |     2 |    504.79 |     9.92 |   164.50 |   330.38 |   0.1465 |    3.04 |  550.0 |  50.0% |      2/8 |    159.8
 10240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1465 |    1.52 |  550.0 |  20.0% |      0/0 |     81.7
 10250 |     2 |    232.06 |     9.92 |   164.07 |    58.07 |   0.1465 |    3.05 |  550.0 |  50.0% |      4/8 |    150.5
 10260 |     2 |    418.39 |     9.92 |   164.53 |   243.95 |   0.1465 |    3.04 |  550.0 |  40.0% |     7/16 |    144.3
 10270 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.53 |  550.0 |  30.0% |      1/7 |    376.6
 10280 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.53 |  550.0 |  30.0% |     5/17 |    476.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 540.0 m
 10290 |     2 |    441.24 |    10.10 |   162.76 |   268.39 |   0.1465 |    3.07 |  540.0 |  40.0% |      1/5 |    166.7
 10300 |     2 |    581.07 |     9.92 |   163.34 |   407.81 |   0.1465 |    3.06 |  540.0 |  20.0% |     3/14 |    148.2
 10310 |     2 |    611.64 |     9.91 |   163.52 |   438.20 |   0.1465 |    3.06 |  540.0 |  40.0% |      1/2 |    153.0
 10320 |     2 |    531.97 |     9.91 |   163.91 |   358.15 |   0.1465 |    3.05 |  540.0 |  60.0% |     5/10 |    157.6
 10330 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.52 |  540.0 |  20.0% |      0/0 |    406.7
 10340 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.52 |  540.0 |  30.0% |      2/8 |     68.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 10350 |     2 |    469.63 |     9.91 |   164.04 |   295.67 |   0.1465 |    3.05 |  530.0 |  50.0% |      0/0 |    157.7
 10360 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1465 |    1.50 |  530.0 |  20.0% |     3/10 |     69.3
 10370 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1465 |    1.53 |  530.0 |  50.0% |     8/18 |     79.1
 10380 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.51 |  530.0 |  20.0% |      2/8 |     86.7
 10390 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1465 |    1.51 |  530.0 |  50.0% |     6/17 |    388.4
 10400 |     2 |    234.11 |     9.92 |   166.02 |    58.17 |   0.1465 |    3.01 |  530.0 |  30.0% |      0/4 |    457.0
 10410 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1465 |    1.52 |  530.0 |  30.0% |     3/13 |     79.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 520.0 m
 10420 |     1 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1464 |    1.52 |  520.0 |  50.0% |      0/0 |     71.4
 10430 |     2 |    235.21 |     9.91 |   167.09 |    58.21 |   0.1464 |    2.99 |  520.0 |  30.0% |     5/14 |    154.4
 10440 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  520.0 |  70.0% |      4/4 |     78.5
 10450 |     2 |    619.52 |     9.92 |   163.39 |   446.20 |   0.1464 |    3.06 |  520.0 |  40.0% |     6/13 |    458.4
 10460 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  520.0 |  40.0% |      0/0 |     75.8
 10470 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  520.0 |  30.0% |      4/9 |     73.5
 10480 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1464 |    1.52 |  520.0 |  20.0% |     5/19 |     76.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 510.0 m
 10490 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  510.0 |  20.0% |      2/6 |     76.0
 10500 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.53 |  510.0 |  20.0% |     4/16 |     73.8
 10510 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.51 |  510.0 |  20.0% |      1/5 |     76.9
 10520 |     2 |    232.17 |     9.90 |   164.19 |    58.08 |   0.1464 |    3.05 |  510.0 |  60.0% |     6/16 |    148.7
 10530 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1464 |    1.53 |  510.0 |  20.0% |      0/4 |     81.0
[throughput]      18036 timesteps |     50.8 steps/s |  19.67 ms/step
 10540 |     2 |    537.16 |     9.91 |   164.35 |   362.89 |   0.1464 |    3.04 |  510.0 |  40.0% |     3/13 |    149.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 500.0 m
 10550 |     1 |    -10.23 |   -10.23 |     0.00 |     0.00 |   0.1464 |    1.51 |  500.0 |  30.0% |      0/0 |     79.8
 10560 |     2 |    488.26 |     9.90 |   162.98 |   315.38 |   0.1464 |    3.07 |  500.0 |  30.0% |     3/14 |    165.9
 10570 |     2 |    232.35 |     9.90 |   164.36 |    58.09 |   0.1464 |    3.04 |  500.0 |  30.0% |      0/0 |    157.6
 10580 |     2 |    477.52 |     9.92 |   166.15 |   301.46 |   0.1464 |    3.01 |  500.0 |  50.0% |      3/7 |    156.6
 10590 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.52 |  500.0 |  40.0% |     7/15 |     71.7
 10600 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.51 |  500.0 |  40.0% |      3/7 |     81.7
 10610 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.52 |  500.0 |  50.0% |     7/15 |     77.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 490.0 m
 10620 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.52 |  490.0 |  10.0% |      1/6 |     74.5
 10630 |     2 |    547.56 |     9.90 |   163.59 |   374.06 |   0.1464 |    3.06 |  490.0 |  30.0% |     3/19 |    152.7
 10640 |     2 |    490.49 |     9.90 |   163.76 |   316.82 |   0.1464 |    3.05 |  490.0 |  50.0% |      2/4 |    156.4
 10650 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  490.0 |  20.0% |     5/14 |     71.1
 10660 |     2 |    474.83 |     9.90 |   162.72 |   302.20 |   0.1464 |    3.07 |  490.0 |  40.0% |      0/0 |    162.9
 10670 |     2 |    453.15 |     9.91 |   163.97 |   279.26 |   0.1464 |    3.05 |  490.0 |  60.0% |     5/11 |    144.3
[curriculum] dock rate >= 50% -> advancing to 500.0 m
 10680 |     2 |    618.64 |     9.90 |   163.37 |   445.37 |   0.1464 |    3.06 |  500.0 |  60.0% |      0/0 |    160.4
 10690 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1464 |    1.53 |  500.0 |  60.0% |     7/10 |     71.9
 10700 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  500.0 |  30.0% |    10/16 |     74.3
 10710 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1464 |    1.53 |  500.0 |  10.0% |      1/6 |     76.9
 10720 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.50 |  500.0 |  40.0% |     4/18 |    371.6
 10730 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.51 |  500.0 |  50.0% |      2/4 |     80.5
 10740 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1464 |    1.52 |  500.0 |  40.0% |     7/17 |     79.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 490.0 m
 10750 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1464 |    1.53 |  490.0 |  20.0% |      0/4 |     72.3
 10760 |     2 |    613.20 |     9.91 |   163.20 |   440.09 |   0.1464 |    3.06 |  490.0 |  70.0% |     6/14 |    162.6
[curriculum] dock rate >= 50% -> advancing to 500.0 m
 10770 |     1 |     -9.81 |    -9.81 |     0.00 |     0.00 |   0.1464 |    1.52 |  500.0 |  40.0% |      0/0 |     71.2
 10780 |     2 |    232.46 |     9.91 |   164.47 |    58.09 |   0.1464 |    3.04 |  500.0 |  30.0% |     2/10 |    146.7
 10790 |     2 |    233.39 |     9.91 |   165.35 |    58.13 |   0.1463 |    3.02 |  500.0 |  20.0% |      0/0 |    154.3
 10800 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1463 |    1.52 |  500.0 |  50.0% |      5/7 |     73.2
 10810 |     2 |    438.16 |     9.92 |   162.46 |   265.79 |   0.1463 |    3.08 |  500.0 |  70.0% |    10/17 |    151.0
[curriculum] dock rate >= 50% -> advancing to 510.0 m
 10820 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1463 |    1.52 |  510.0 |  30.0% |      1/5 |     70.1
 10830 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1463 |    1.53 |  510.0 |  40.0% |     6/18 |     74.1
 10840 |     2 |    231.76 |     9.91 |   163.80 |    58.06 |   0.1463 |    3.05 |  510.0 |  20.0% |      0/3 |    485.6
 10850 |     2 |    517.22 |     9.91 |   164.77 |   342.54 |   0.1463 |    3.03 |  510.0 |  60.0% |     3/10 |    171.5
 10860 |     2 |    408.28 |     9.91 |   163.53 |   234.83 |   0.1463 |    3.06 |  510.0 |  40.0% |      2/4 |    170.8
 10870 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1463 |    1.52 |  510.0 |  20.0% |     5/14 |     76.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 500.0 m
 10880 |     1 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1463 |    1.51 |  500.0 |  20.0% |      0/0 |    389.9
 10890 |     2 |    541.08 |     9.92 |   163.18 |   367.99 |   0.1463 |    3.06 |  500.0 |  50.0% |      3/9 |    147.1
 10900 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1463 |    1.53 |  500.0 |  30.0% |     6/18 |     80.2
 10910 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1463 |    1.53 |  500.0 |  40.0% |      4/9 |     75.4
 10920 |     2 |    555.62 |     9.91 |   163.29 |   382.42 |   0.1463 |    3.06 |  500.0 |  30.0% |     6/18 |    468.7
 10930 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1463 |    1.53 |  500.0 |  50.0% |      1/2 |     81.2
 10940 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1463 |    1.51 |  500.0 |  30.0% |     5/12 |     86.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 490.0 m
 10950 |     2 |    232.17 |    10.11 |   163.99 |    58.07 |   0.1463 |    3.05 |  490.0 |  60.0% |      2/3 |    147.0
 10960 |     2 |    580.84 |     9.92 |   163.09 |   407.84 |   0.1463 |    3.07 |  490.0 |  40.0% |     6/11 |    164.6
[curriculum] dock rate >= 50% -> advancing to 500.0 m
 10970 |     1 |     -9.82 |    -9.82 |     0.00 |     0.00 |   0.1463 |    1.51 |  500.0 |  60.0% |      0/0 |     69.9
 10980 |     2 |    464.17 |     9.90 |   162.53 |   291.74 |   0.1463 |    3.08 |  500.0 |  30.0% |      3/9 |    160.0
 10990 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1463 |    1.51 |  500.0 |  40.0% |      0/0 |    376.3
 11000 |     2 |    231.73 |     9.91 |   163.77 |    58.05 |   0.1463 |    3.05 |  500.0 |  60.0% |      4/8 |    158.5
 11010 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1463 |    1.53 |  500.0 |  20.0% |     7/18 |     79.4
 11020 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1463 |    1.52 |  500.0 |  70.0% |      5/7 |     83.0
 11030 |     2 |    232.61 |     9.90 |   164.60 |    58.10 |   0.1463 |    3.04 |  500.0 |  60.0% |    12/19 |    147.3
[curriculum] dock rate >= 50% -> advancing to 510.0 m
 11040 |     2 |    232.52 |     9.91 |   164.52 |    58.09 |   0.1463 |    3.04 |  510.0 |  60.0% |      5/7 |    157.0
 11050 |     2 |    231.75 |     9.90 |   163.79 |    58.06 |   0.1463 |    3.05 |  510.0 |  30.0% |     8/16 |    475.9
[curriculum] dock rate >= 50% -> advancing to 520.0 m
 11060 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1463 |    1.52 |  520.0 |  30.0% |      1/5 |    385.2
 11070 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1463 |    1.53 |  520.0 |  30.0% |     4/15 |     78.1
 11080 |     2 |    232.15 |     9.91 |   164.17 |    58.08 |   0.1463 |    3.05 |  520.0 |  70.0% |      2/4 |    167.4
 11090 |     2 |    231.76 |     9.91 |   163.79 |    58.06 |   0.1463 |    3.05 |  520.0 |  60.0% |     8/15 |    152.2
[curriculum] dock rate >= 50% -> advancing to 530.0 m
 11100 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1463 |    1.52 |  530.0 |  30.0% |      1/4 |    402.9
 11110 |     2 |    232.46 |     9.91 |   164.46 |    58.09 |   0.1463 |    3.04 |  530.0 |  40.0% |     3/14 |    155.1
 11120 |     2 |    233.16 |     9.92 |   165.11 |    58.12 |   0.1463 |    3.03 |  530.0 |  40.0% |      0/0 |    153.0
 11130 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1463 |    1.52 |  530.0 |  30.0% |     6/13 |     81.7
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 11140 |     2 |    417.79 |     9.91 |   163.15 |   244.73 |   0.1462 |    3.06 |  540.0 |  60.0% |      0/0 |    164.3
 11150 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.51 |  540.0 |  50.0% |     7/12 |     73.6
 11160 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.52 |  540.0 |  20.0% |      0/0 |     76.6
 11170 |     2 |    232.70 |     9.92 |   164.68 |    58.10 |   0.1462 |    3.04 |  540.0 |  30.0% |      1/9 |    457.3
 11180 |     2 |    480.30 |     9.91 |   164.49 |   305.90 |   0.1462 |    3.04 |  540.0 |  40.0% |     5/18 |    160.3
 11190 |     2 |    231.79 |     9.92 |   163.81 |    58.06 |   0.1462 |    3.05 |  540.0 |  50.0% |      4/8 |    474.1
 11200 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.51 |  540.0 |  30.0% |     7/17 |     72.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 11210 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1462 |    1.53 |  530.0 |  20.0% |      0/4 |     72.1
 11220 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.53 |  530.0 |  20.0% |     2/15 |     82.1
 11230 |     2 |    567.66 |     9.91 |   163.29 |   394.46 |   0.1462 |    3.06 |  530.0 |  60.0% |      0/0 |    165.1
 11240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.51 |  530.0 |  20.0% |     3/10 |     75.1
 11250 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.51 |  530.0 |  50.0% |      0/0 |     81.7
 11260 |     2 |    443.46 |     9.92 |   162.63 |   270.90 |   0.1462 |    3.07 |  530.0 |  40.0% |     5/12 |    154.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 520.0 m
 11270 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1462 |    1.52 |  520.0 |  40.0% |      0/0 |     79.4
 11280 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.52 |  520.0 |  50.0% |      4/8 |     74.9
 11290 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1462 |    1.51 |  520.0 |  10.0% |     5/18 |     74.9
 11300 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.52 |  520.0 |  30.0% |      2/5 |     73.4
 11310 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1462 |    1.52 |  520.0 |  20.0% |     3/15 |     72.7
 11320 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.52 |  520.0 |  20.0% |      1/6 |     70.8
 11330 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1462 |    1.48 |  520.0 |  50.0% |     5/17 |    394.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 510.0 m
 11340 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.51 |  510.0 |  30.0% |      1/5 |    379.9
 11350 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.53 |  510.0 |  30.0% |     3/14 |     80.0
 11360 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.53 |  510.0 |  60.0% |      3/3 |    395.2
 11370 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.52 |  510.0 |  20.0% |     6/14 |     82.0
 11380 |     2 |    232.46 |     9.92 |   164.45 |    58.09 |   0.1462 |    3.04 |  510.0 |  30.0% |      0/0 |    455.6
 11390 |     2 |    232.25 |     9.91 |   164.26 |    58.08 |   0.1462 |    3.04 |  510.0 |  40.0% |      2/8 |    151.6
 11400 |     2 |    566.50 |     9.91 |   163.36 |   393.24 |   0.1462 |    3.06 |  510.0 |  30.0% |     7/17 |    157.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 500.0 m
 11410 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.53 |  500.0 |  30.0% |      2/7 |    384.8
 11420 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.52 |  500.0 |  40.0% |     6/18 |     75.7
 11430 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1462 |    1.52 |  500.0 |  30.0% |      2/3 |     77.2
 11440 |     2 |    231.48 |     9.90 |   163.53 |    58.04 |   0.1462 |    3.06 |  500.0 |  50.0% |     5/12 |    146.8
 11450 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1462 |    1.53 |  500.0 |  20.0% |      0/0 |     79.1
 11460 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1462 |    1.52 |  500.0 |  30.0% |     4/14 |     75.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 490.0 m
 11470 |     2 |    233.56 |     9.91 |   165.51 |    58.14 |   0.1462 |    3.02 |  490.0 |  30.0% |      0/0 |    159.6
 11480 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1462 |    1.52 |  490.0 |  40.0% |      3/8 |     80.6
 11490 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1462 |    1.52 |  490.0 |  30.0% |     7/17 |     72.3
 11500 |     2 |    583.09 |     9.90 |   163.43 |   409.75 |   0.1462 |    3.06 |  490.0 |  40.0% |      3/9 |    150.8
 11510 |     2 |    233.77 |     9.90 |   165.72 |    58.15 |   0.1461 |    3.02 |  490.0 |  50.0% |     7/17 |    152.6
 11520 |     2 |    519.56 |     9.91 |   162.83 |   346.82 |   0.1461 |    3.07 |  490.0 |  70.0% |      5/7 |    442.6
 11530 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1461 |    1.53 |  490.0 |   0.0% |     7/13 |     81.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 480.0 m
 11540 |     1 |    -10.22 |   -10.22 |     0.00 |     0.00 |   0.1461 |    1.52 |  480.0 |  20.0% |      0/0 |     89.4
 11550 |     2 |    467.82 |     9.91 |   163.33 |   294.59 |   0.1461 |    3.06 |  480.0 |  30.0% |     3/14 |    143.6
 11560 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.52 |  480.0 |  30.0% |      0/0 |    395.5
 11570 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1461 |    1.50 |  480.0 |  10.0% |      1/9 |     74.5
 11580 |     2 |    232.11 |     9.91 |   164.13 |    58.07 |   0.1461 |    3.05 |  480.0 |  30.0% |     3/19 |   2268.9
 11590 |     2 |    232.13 |     9.90 |   164.16 |    58.07 |   0.1461 |    3.05 |  480.0 |  60.0% |      4/8 |    150.6
 11600 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.52 |  480.0 |  40.0% |     8/17 |    469.0
[curriculum] dock rate >= 50% -> advancing to 490.0 m
 11610 |     2 |    505.74 |     9.69 |   165.36 |   330.69 |   0.1461 |    3.02 |  490.0 |  50.0% |      0/3 |    150.8
 11620 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.52 |  490.0 |  60.0% |     6/11 |     73.9
 11630 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.50 |  490.0 |  30.0% |     9/19 |     71.2
 11640 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.51 |  490.0 |  30.0% |      0/4 |     76.3
 11650 |     2 |    616.72 |     9.90 |   163.28 |   443.53 |   0.1461 |    3.06 |  490.0 |  30.0% |     4/18 |    167.5
 11660 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.51 |  490.0 |  40.0% |      3/5 |     72.9
 11670 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.52 |  490.0 |  30.0% |     4/15 |     70.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 480.0 m
 11680 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.52 |  480.0 |  30.0% |      1/3 |     73.2
 11690 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.53 |  480.0 |  40.0% |     5/13 |     71.3
 11700 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.51 |  480.0 |  40.0% |      0/0 |     77.4
 11710 |     2 |    630.15 |     9.90 |   163.25 |   457.00 |   0.1461 |    3.06 |  480.0 |  60.0% |     6/11 |    150.2
 11720 |     2 |    232.19 |     9.90 |   164.21 |    58.08 |   0.1461 |    3.04 |  480.0 |  40.0% |      0/0 |    456.3
 11730 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1461 |    1.53 |  480.0 |  30.0% |      3/8 |     83.6
 11740 |     2 |    479.15 |     9.92 |   162.70 |   306.53 |   0.1461 |    3.07 |  480.0 |  40.0% |     7/17 |    152.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 470.0 m
 11750 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.53 |  470.0 |  40.0% |      4/9 |     80.8
 11760 |     2 |    658.54 |     9.90 |   165.83 |   482.81 |   0.1461 |    3.02 |  470.0 |  70.0% |     9/18 |    491.3
[curriculum] dock rate >= 50% -> advancing to 480.0 m
 11770 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1461 |    1.52 |  480.0 |  40.0% |      1/4 |     70.9
 11780 |     2 |    594.30 |     9.90 |   163.21 |   421.20 |   0.1461 |    3.06 |  480.0 |  80.0% |     9/15 |    495.0
[curriculum] dock rate >= 50% -> advancing to 490.0 m
 11790 |     1 |     -9.81 |    -9.81 |     0.00 |     0.00 |   0.1461 |    1.53 |  490.0 |  40.0% |      0/0 |     79.3
 11800 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1461 |    1.52 |  490.0 |  30.0% |      3/9 |     82.6
 11810 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1461 |    1.50 |  490.0 |  30.0% |      0/0 |     71.9
 11820 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.53 |  490.0 |  60.0% |      5/7 |     73.9
 11830 |     2 |    231.98 |     9.91 |   164.00 |    58.07 |   0.1461 |    3.05 |  490.0 |  50.0% |     9/19 |    460.2
[curriculum] dock rate >= 50% -> advancing to 500.0 m
 11840 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1461 |    1.52 |  500.0 |  20.0% |      1/5 |    389.5
 11850 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1461 |    1.52 |  500.0 |  30.0% |     2/14 |     89.0
 11860 |     2 |    233.50 |     9.90 |   165.46 |    58.13 |   0.1461 |    3.02 |  500.0 |  50.0% |      0/0 |    149.6
 11870 |     2 |    632.52 |     9.91 |   163.45 |   459.15 |   0.1460 |    3.06 |  500.0 |  40.0% |     5/13 |    468.1
 11880 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1460 |    1.51 |  500.0 |  30.0% |      0/0 |     80.2
 11890 |     2 |    472.74 |     9.91 |   164.71 |   298.13 |   0.1460 |    3.04 |  500.0 |  50.0% |     5/12 |    151.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 490.0 m
