Platform: Windows | torch main-process threads: 5 | cpu_count: 6
Environment check completed in 0.01s
run_dir: trained\20260715_132120\smart_cuda_brake2
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
111700 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1186 |    1.51 |  740.0 |  20.0% |      0/0 |    404.9
111710 |     2 |    658.86 |     9.94 |   163.97 |   484.94 |   0.1186 |    3.05 |  740.0 |  60.0% |      3/7 |    160.5
111720 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1186 |    1.52 |  740.0 |  40.0% |     7/16 |     78.3
[curriculum] dock rate >= 50% -> advancing to 750.0 m
111730 |     2 |    648.36 |     9.94 |   163.47 |   474.95 |   0.1186 |    3.06 |  750.0 |  40.0% |      3/8 |    509.9
111740 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  40.0% |     6/16 |     73.8
111750 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1186 |    1.53 |  750.0 |  20.0% |      1/5 |     75.9
111760 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  40.0% |     6/18 |     73.0
111770 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  10.0% |      0/0 |     81.9
111780 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  20.0% |     2/14 |     79.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 740.0 m
111790 |     2 |    599.57 |    10.08 |   164.20 |   425.29 |   0.1186 |    3.04 |  740.0 |  30.0% |      0/4 |    160.0
111800 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1186 |    1.51 |  740.0 |  40.0% |     5/12 |     84.0
111810 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1186 |    1.52 |  740.0 |  20.0% |      0/0 |     79.4
111820 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1186 |    1.52 |  740.0 |  50.0% |      3/8 |     79.8
111830 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.53 |  740.0 |  30.0% |      0/0 |     88.2
111840 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.52 |  740.0 |  30.0% |     4/10 |    410.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 730.0 m
111850 |     2 |    538.07 |     9.93 |   164.16 |   363.98 |   0.1186 |    3.05 |  730.0 |  30.0% |      0/0 |    504.9
111860 |     2 |    595.18 |     9.93 |   163.28 |   421.96 |   0.1186 |    3.06 |  730.0 |  50.0% |     6/11 |    156.8
111870 |     2 |    687.01 |     9.93 |   163.86 |   513.22 |   0.1186 |    3.05 |  730.0 |  50.0% |    11/19 |    170.1
[curriculum] dock rate >= 50% -> advancing to 740.0 m
111880 |     2 |    586.04 |     9.93 |   163.83 |   412.28 |   0.1186 |    3.05 |  740.0 |  40.0% |      2/7 |    153.8
111890 |     2 |    580.95 |     9.94 |   163.76 |   407.25 |   0.1186 |    3.05 |  740.0 |  50.0% |     6/15 |    159.0
[curriculum] dock rate >= 50% -> advancing to 750.0 m
111900 |     2 |    598.95 |     9.81 |   163.70 |   425.44 |   0.1186 |    3.05 |  750.0 |  40.0% |      0/4 |    165.7
111910 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.53 |  750.0 |  10.0% |     3/14 |     80.3
111920 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  50.0% |      0/0 |     78.8
111930 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  30.0% |     5/14 |     75.7
111940 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1186 |    1.52 |  750.0 |  30.0% |      0/0 |    413.5
111950 |     2 |    673.39 |     9.94 |   165.36 |   498.10 |   0.1185 |    3.02 |  750.0 |  40.0% |      2/9 |    165.8
[throughput]     158316 timesteps |     38.2 steps/s |  26.17 ms/step
111960 |     2 |    583.79 |     9.94 |   163.94 |   409.91 |   0.1185 |    3.05 |  750.0 |  20.0% |     4/18 |    158.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 740.0 m
111970 |     2 |    665.32 |     9.94 |   163.64 |   491.74 |   0.1185 |    3.06 |  740.0 |  70.0% |      5/7 |    511.6
111980 |     2 |    623.09 |     9.94 |   163.70 |   449.45 |   0.1185 |    3.05 |  740.0 |  40.0% |     9/18 |    143.5
[curriculum] dock rate >= 50% -> advancing to 750.0 m
111990 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1185 |    1.51 |  750.0 |  40.0% |      1/4 |     79.4
112000 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.52 |  750.0 |  50.0% |     5/13 |     78.7
112010 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1185 |    1.53 |  750.0 |  10.0% |      0/0 |    699.3
112020 |     2 |    576.79 |     9.95 |   163.87 |   402.97 |   0.1185 |    3.05 |  750.0 |  60.0% |     5/10 |    150.2
112030 |     2 |    608.13 |     9.94 |   164.26 |   433.93 |   0.1185 |    3.04 |  750.0 |  60.0% |     9/17 |    158.2
[curriculum] dock rate >= 50% -> advancing to 760.0 m
112040 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1185 |    1.53 |  760.0 |  70.0% |      6/6 |     75.0
112050 |     2 |    633.25 |     9.94 |   164.25 |   459.06 |   0.1185 |    3.04 |  760.0 |  50.0% |    10/17 |    146.3
[curriculum] dock rate >= 50% -> advancing to 770.0 m
112060 |     2 |    613.56 |     9.81 |   164.17 |   439.58 |   0.1185 |    3.05 |  770.0 |  60.0% |      2/4 |    162.6
112070 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.51 |  770.0 |  30.0% |     4/13 |     71.0
112080 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.52 |  770.0 |  10.0% |      1/3 |     80.1
112090 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.51 |  770.0 |  40.0% |     4/11 |     78.8
112100 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1185 |    1.52 |  770.0 |  40.0% |      0/0 |    429.1
112110 |     2 |    666.22 |     9.94 |   163.57 |   492.72 |   0.1185 |    3.06 |  770.0 |  50.0% |      4/7 |    149.0
112120 |     2 |    613.06 |     9.94 |   163.68 |   439.44 |   0.1185 |    3.05 |  770.0 |  20.0% |     6/17 |    153.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 760.0 m
112130 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1185 |    1.52 |  760.0 |  20.0% |      1/5 |     80.9
112140 |     2 |    590.39 |     9.94 |   163.55 |   416.89 |   0.1185 |    3.06 |  760.0 |  40.0% |     5/18 |    478.2
112150 |     2 |    585.67 |     9.95 |   164.40 |   411.32 |   0.1185 |    3.04 |  760.0 |  40.0% |      1/4 |    159.8
112160 |     2 |    656.82 |     9.95 |   163.66 |   483.20 |   0.1185 |    3.06 |  760.0 |  40.0% |     4/12 |    164.0
112170 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1185 |    1.52 |  760.0 |  30.0% |      2/5 |     81.9
112180 |     2 |    600.43 |     9.94 |   164.00 |   426.49 |   0.1185 |    3.05 |  760.0 |  30.0% |     3/13 |    161.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 750.0 m
112190 |     1 |    -10.17 |   -10.17 |     0.00 |     0.00 |   0.1185 |    1.53 |  750.0 |  30.0% |      0/0 |    411.7
112200 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1185 |    1.53 |  750.0 |  20.0% |     2/10 |    418.4
112210 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.52 |  750.0 |  30.0% |     4/19 |     72.3
112220 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1185 |    1.53 |  750.0 |  10.0% |      1/5 |     75.6
112230 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1185 |    1.52 |  750.0 |  30.0% |     4/15 |     84.4
112240 |     2 |    676.33 |     9.94 |   164.31 |   502.08 |   0.1185 |    3.04 |  750.0 |  60.0% |      5/7 |    144.2
112250 |     2 |    608.22 |     9.94 |   163.93 |   434.36 |   0.1185 |    3.05 |  750.0 |  40.0% |     8/15 |    153.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 740.0 m
112260 |     2 |    620.63 |    10.07 |   163.70 |   446.86 |   0.1185 |    3.05 |  740.0 |  30.0% |      0/2 |    152.6
112270 |     2 |    615.04 |     9.95 |   165.31 |   439.78 |   0.1185 |    3.02 |  740.0 |  60.0% |     5/10 |    153.3
112280 |     2 |    562.32 |     9.95 |   164.83 |   387.53 |   0.1185 |    3.03 |  740.0 |  50.0% |     9/18 |    153.5
[curriculum] dock rate >= 50% -> advancing to 750.0 m
112290 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1185 |    1.52 |  750.0 |  40.0% |      4/9 |     82.7
112300 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1185 |    1.51 |  750.0 |  40.0% |     8/17 |     89.1
112310 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1185 |    1.52 |  750.0 |  30.0% |      1/4 |     77.2
112320 |     2 |    656.46 |     9.94 |   163.77 |   482.75 |   0.1184 |    3.05 |  750.0 |  40.0% |     6/16 |    476.1
112330 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1184 |    1.53 |  750.0 |  50.0% |      2/5 |     78.3
112340 |     2 |    626.87 |     9.94 |   164.40 |   452.52 |   0.1184 |    3.04 |  750.0 |  40.0% |     6/17 |    150.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 740.0 m
112350 |     1 |    -10.16 |   -10.16 |     0.00 |     0.00 |   0.1184 |    1.52 |  740.0 |  20.0% |      0/0 |     75.0
112360 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1184 |    1.53 |  740.0 |  40.0% |     4/14 |     97.1
112370 |     2 |    587.28 |     9.93 |   164.00 |   413.34 |   0.1184 |    3.05 |  740.0 |  50.0% |      0/0 |    155.3
112380 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1184 |    1.53 |  740.0 |  10.0% |     3/10 |     76.8
112390 |     2 |    628.44 |     9.94 |   163.90 |   454.60 |   0.1184 |    3.05 |  740.0 |  40.0% |     6/19 |    157.6
112400 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1184 |    1.51 |  740.0 |  20.0% |      1/5 |     89.0
112410 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1184 |    1.53 |  740.0 |  30.0% |     3/14 |     74.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 730.0 m
112420 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1184 |    1.50 |  730.0 |  40.0% |      3/7 |     77.4
112430 |     2 |    608.52 |     9.94 |   164.40 |   434.19 |   0.1184 |    3.04 |  730.0 |  40.0% |     6/16 |    159.9
112440 |     2 |    623.03 |     9.94 |   165.00 |   448.09 |   0.1184 |    3.03 |  730.0 |  30.0% |      2/5 |    164.0
112450 |     2 |    592.00 |     9.94 |   163.71 |   418.35 |   0.1184 |    3.05 |  730.0 |  20.0% |     4/19 |    158.7
112460 |     2 |    646.56 |     9.94 |   163.45 |   473.18 |   0.1184 |    3.06 |  730.0 |  40.0% |      1/4 |    158.4
112470 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1184 |    1.51 |  730.0 |  40.0% |     5/13 |     79.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 720.0 m
112480 |     2 |    641.82 |    10.08 |   164.73 |   467.01 |   0.1184 |    3.04 |  720.0 |  50.0% |      2/4 |    152.9
112490 |     2 |    604.61 |     9.93 |   163.77 |   430.90 |   0.1184 |    3.05 |  720.0 |  30.0% |     5/13 |    487.9
112500 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1184 |    1.51 |  720.0 |  40.0% |      0/0 |     77.3
112510 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1184 |    1.51 |  720.0 |  50.0% |      4/8 |     77.1
112520 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1184 |    1.53 |  720.0 |  40.0% |      0/0 |     75.2
112530 |     2 |    669.12 |     9.94 |   163.58 |   495.60 |   0.1184 |    3.06 |  720.0 |  40.0% |      4/9 |    150.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 710.0 m
112540 |     2 |    660.28 |     9.95 |   163.62 |   486.72 |   0.1184 |    3.06 |  710.0 |  40.0% |      0/0 |    497.9
112550 |     2 |    613.94 |     9.95 |   164.71 |   439.29 |   0.1184 |    3.04 |  710.0 |  70.0% |     7/11 |    147.9
[curriculum] dock rate >= 50% -> advancing to 720.0 m
112560 |     1 |     -9.88 |    -9.88 |     0.00 |     0.00 |   0.1184 |    1.50 |  720.0 |  50.0% |      0/0 |     76.7
112570 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1184 |    1.52 |  720.0 |  60.0% |     7/11 |     84.9
[curriculum] dock rate >= 50% -> advancing to 730.0 m
112580 |     1 |     -9.88 |    -9.88 |     0.00 |     0.00 |   0.1184 |    1.52 |  730.0 |  40.0% |      0/0 |    490.2
112590 |     2 |    592.37 |     9.93 |   163.81 |   418.63 |   0.1184 |    3.05 |  730.0 |  30.0% |      2/9 |    155.4
112600 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1184 |    1.52 |  730.0 |   0.0% |      0/0 |     75.6
112610 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1184 |    1.52 |  730.0 |  30.0% |      3/9 |    471.9
112620 |     2 |    705.02 |     9.94 |   163.87 |   531.22 |   0.1184 |    3.05 |  730.0 |  40.0% |     4/17 |    149.8
112630 |     2 |    628.22 |     9.94 |   163.90 |   454.39 |   0.1184 |    3.05 |  730.0 |  40.0% |      2/8 |    503.9
112640 |     2 |    680.31 |     9.95 |   163.92 |   506.44 |   0.1184 |    3.05 |  730.0 |  50.0% |     7/16 |    173.3
[curriculum] dock rate >= 50% -> advancing to 740.0 m
112650 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1184 |    1.51 |  740.0 |  30.0% |      0/4 |     76.8
112660 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1184 |    1.53 |  740.0 |  40.0% |     6/17 |     76.2
112670 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1184 |    1.52 |  740.0 |  20.0% |      1/5 |     75.1
112680 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.53 |  740.0 |  50.0% |     6/13 |     77.6
[curriculum] dock rate >= 50% -> advancing to 750.0 m
112690 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1183 |    1.52 |  750.0 |  60.0% |      0/0 |     82.9
112700 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.50 |  750.0 |  20.0% |     2/10 |     87.7
112710 |     2 |    690.62 |     9.94 |   164.41 |   516.27 |   0.1183 |    3.04 |  750.0 |  50.0% |     3/17 |    152.8
112720 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.53 |  750.0 |  30.0% |      2/5 |     78.9
112730 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.52 |  750.0 |  30.0% |     6/19 |     82.0
112740 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.53 |  750.0 |  40.0% |      3/5 |     68.9
112750 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  750.0 |  20.0% |     4/15 |     73.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 740.0 m
112760 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  20.0% |      1/5 |     77.9
112770 |     2 |    651.81 |     9.94 |   163.66 |   478.22 |   0.1183 |    3.06 |  740.0 |  50.0% |     5/17 |    158.6
112780 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  40.0% |      2/5 |    430.6
112790 |     2 |    571.65 |     9.93 |   164.87 |   396.85 |   0.1183 |    3.03 |  740.0 |  40.0% |     5/14 |    198.8
112800 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1183 |    1.51 |  740.0 |  30.0% |      0/0 |     80.8
112810 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  40.0% |     5/13 |     85.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 730.0 m
112820 |     1 |    -10.15 |   -10.15 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  50.0% |      0/0 |     77.8
112830 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1183 |    1.51 |  730.0 |  30.0% |      3/9 |     70.6
112840 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  50.0% |      0/0 |     76.9
112850 |     2 |    599.77 |     9.94 |   163.78 |   426.05 |   0.1183 |    3.05 |  730.0 |  50.0% |      3/9 |    171.1
112860 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  20.0% |     7/19 |     79.5
112870 |     2 |    641.63 |     9.94 |   163.64 |   468.05 |   0.1183 |    3.06 |  730.0 |  60.0% |      5/8 |    151.3
112880 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  40.0% |    10/19 |     78.5
[curriculum] dock rate >= 50% -> advancing to 740.0 m
112890 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  40.0% |      1/5 |     80.2
112900 |     2 |    657.56 |     9.94 |   163.51 |   484.11 |   0.1183 |    3.06 |  740.0 |  50.0% |     4/13 |    153.1
112910 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  50.0% |      2/5 |     76.5
112920 |     2 |    643.40 |     9.93 |   164.68 |   468.78 |   0.1183 |    3.04 |  740.0 |  30.0% |     4/15 |    149.5
112930 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.53 |  740.0 |  40.0% |      0/0 |     72.2
112940 |     2 |    590.31 |     9.93 |   164.42 |   415.96 |   0.1183 |    3.04 |  740.0 |  40.0% |      3/8 |    157.2
112950 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1183 |    1.52 |  740.0 |  30.0% |     7/17 |   6797.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 730.0 m
112960 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  20.0% |      0/4 |     69.0
112970 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.53 |  730.0 |  10.0% |     2/15 |     76.9
112980 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  40.0% |      4/8 |    425.1
112990 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  20.0% |     6/19 |     85.4
113000 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  30.0% |      2/5 |    440.8
113010 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  730.0 |  20.0% |     5/14 |     93.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 720.0 m
113020 |     1 |    -10.17 |   -10.17 |     0.00 |     0.00 |   0.1183 |    1.52 |  720.0 |  50.0% |      0/0 |     72.4
113030 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.52 |  720.0 |  20.0% |     4/10 |     75.7
113040 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1183 |    1.51 |  720.0 |  30.0% |      0/0 |     85.4
113050 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.52 |  720.0 |  30.0% |      3/8 |     79.3
113060 |     2 |    674.53 |     9.94 |   164.16 |   500.43 |   0.1182 |    3.05 |  720.0 |  70.0% |     5/15 |    156.0
[curriculum] dock rate >= 50% -> advancing to 730.0 m
113070 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.52 |  730.0 |  30.0% |      3/8 |    434.3
113080 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1182 |    1.51 |  730.0 |  30.0% |     5/17 |     79.2
113090 |     2 |    589.69 |     9.95 |   164.36 |   415.38 |   0.1182 |    3.04 |  730.0 |  40.0% |      0/3 |    155.0
113100 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.51 |  730.0 |  20.0% |     5/13 |     76.7
113110 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1182 |    1.52 |  730.0 |  50.0% |      2/4 |     88.0
113120 |     2 |    584.03 |     9.93 |   165.08 |   409.02 |   0.1182 |    3.03 |  730.0 |  40.0% |     5/13 |    172.9
[curriculum] dock rate >= 50% -> advancing to 740.0 m
113130 |     2 |    661.98 |     9.80 |   163.65 |   488.53 |   0.1182 |    3.06 |  740.0 |  40.0% |      0/3 |    154.0
113140 |     2 |    622.72 |     9.93 |   163.52 |   449.27 |   0.1182 |    3.06 |  740.0 |  30.0% |      3/8 |    150.8
113150 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1182 |    1.52 |  740.0 |  30.0% |      0/0 |     78.1
113160 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.52 |  740.0 |  30.0% |      3/9 |     74.3
113170 |     2 |    651.11 |     9.94 |   164.03 |   477.15 |   0.1182 |    3.05 |  740.0 |  50.0% |     5/17 |    154.2
113180 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1182 |    1.53 |  740.0 |  60.0% |      5/7 |     70.6
113190 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1182 |    1.52 |  740.0 |  30.0% |     9/16 |     68.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 730.0 m
113200 |     2 |    649.91 |     9.94 |   164.28 |   475.68 |   0.1182 |    3.04 |  730.0 |  50.0% |      4/8 |    499.0
113210 |     2 |    595.18 |     9.94 |   163.68 |   421.56 |   0.1182 |    3.05 |  730.0 |  40.0% |     7/17 |    150.9
113220 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.53 |  730.0 |  30.0% |      1/4 |     83.9
113230 |     2 |    573.02 |     9.94 |   165.05 |   398.03 |   0.1182 |    3.03 |  730.0 |  30.0% |     5/17 |    158.0
113240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1182 |    1.52 |  730.0 |  30.0% |      1/5 |     73.9
113250 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1182 |    1.52 |  730.0 |  50.0% |     4/13 |     75.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 720.0 m
113260 |     1 |    -10.15 |   -10.15 |     0.00 |     0.00 |   0.1182 |    1.53 |  720.0 |  30.0% |      0/0 |     87.2
113270 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.51 |  720.0 |  30.0% |      4/9 |     79.9
113280 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1182 |    1.52 |  720.0 |  10.0% |     7/19 |     83.1
113290 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.53 |  720.0 |  40.0% |      0/3 |     75.6
113300 |     2 |    612.65 |     9.94 |   164.97 |   437.73 |   0.1182 |    3.03 |  720.0 |  30.0% |     4/16 |    147.2
113310 |     2 |    687.46 |     9.94 |   163.88 |   513.65 |   0.1182 |    3.05 |  720.0 |  40.0% |      0/4 |    159.0
113320 |     2 |    642.71 |     9.94 |   164.37 |   468.40 |   0.1182 |    3.04 |  720.0 |  40.0% |     5/16 |    147.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 710.0 m
113330 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.51 |  710.0 |  50.0% |      2/5 |    441.5
113340 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.53 |  710.0 |  40.0% |     6/13 |     82.8
113350 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1182 |    1.51 |  710.0 |  40.0% |      2/5 |     73.2
113360 |     2 |    710.26 |     9.93 |   165.14 |   535.18 |   0.1182 |    3.03 |  710.0 |  50.0% |     5/13 |    153.6
[curriculum] dock rate >= 50% -> advancing to 720.0 m
113370 |     1 |     -9.89 |    -9.89 |     0.00 |     0.00 |   0.1182 |    1.52 |  720.0 |  60.0% |      0/0 |     75.7
113380 |     2 |    611.62 |     9.94 |   163.58 |   438.10 |   0.1182 |    3.06 |  720.0 |  20.0% |      1/9 |    152.5
113390 |     2 |    580.96 |     9.93 |   164.72 |   406.31 |   0.1182 |    3.04 |  720.0 |  50.0% |      0/0 |    159.0
113400 |     2 |    659.75 |     9.94 |   164.04 |   485.77 |   0.1182 |    3.05 |  720.0 |  40.0% |     4/10 |    166.9
[throughput]     160320 timesteps |     50.6 steps/s |  19.75 ms/step
113410 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1181 |    1.52 |  720.0 |  20.0% |      0/0 |     81.1
113420 |     2 |    611.22 |     9.94 |   163.76 |   437.51 |   0.1181 |    3.05 |  720.0 |  40.0% |      2/8 |    144.9
113430 |     2 |    582.60 |     9.93 |   163.66 |   409.01 |   0.1181 |    3.06 |  720.0 |  50.0% |     6/16 |    164.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 710.0 m
113440 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1181 |    1.51 |  710.0 |  20.0% |      1/5 |     80.9
113450 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1181 |    1.53 |  710.0 |  20.0% |     3/15 |     78.5
113460 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1181 |    1.52 |  710.0 |  70.0% |      6/6 |     77.6
113470 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1181 |    1.52 |  710.0 |  10.0% |     7/17 |     82.2
113480 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1181 |    1.53 |  710.0 |  30.0% |      2/5 |     81.6
113490 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1181 |    1.52 |  710.0 |  20.0% |     5/15 |     79.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 700.0 m
113500 |     2 |    575.95 |    10.08 |   163.75 |   402.13 |   0.1181 |    3.05 |  700.0 |  50.0% |      2/5 |    155.5
113510 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1181 |    1.52 |  700.0 |  20.0% |     4/14 |     78.3
