Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 33830 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.53 |  620.0 |  40.0% |     4/18 |    149.6
 33840 |     2 |    551.72 |     9.92 |   164.24 |   377.55 |   0.1396 |    3.04 |  620.0 |  40.0% |      1/4 |    613.1
 33850 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1396 |    1.51 |  620.0 |  40.0% |     5/13 |    160.4
 33860 |     2 |    641.33 |     9.93 |   163.41 |   467.98 |   0.1396 |    3.06 |  620.0 |  30.0% |      0/0 |    312.0
 33870 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1396 |    1.52 |  620.0 |  40.0% |     5/13 |    160.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 33880 |     1 |    -10.18 |   -10.18 |     0.00 |     0.00 |   0.1395 |    1.52 |  610.0 |  30.0% |      0/0 |    159.1
 33890 |     2 |    622.80 |     9.92 |   163.55 |   449.33 |   0.1395 |    3.06 |  610.0 |  80.0% |     6/10 |    569.6
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 33900 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1395 |    1.53 |  620.0 |  30.0% |      0/0 |    177.7
 33910 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  40.0% |     4/11 |    135.8
 33920 |     2 |    557.46 |     9.92 |   164.55 |   382.98 |   0.1395 |    3.04 |  620.0 |  70.0% |     8/19 |    271.2
[curriculum] dock rate >= 50% -> advancing to 630.0 m
 33930 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.52 |  630.0 |  20.0% |      1/5 |    179.4
 33940 |     2 |    682.02 |     9.92 |   163.69 |   508.41 |   0.1395 |    3.05 |  630.0 |  40.0% |     3/13 |    268.0
 33950 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.52 |  630.0 |  50.0% |      3/5 |    166.0
 33960 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.52 |  630.0 |  20.0% |     6/14 |    160.7
 33970 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.50 |  630.0 |  40.0% |      0/0 |    171.0
 33980 |     2 |    524.79 |     9.92 |   163.99 |   350.88 |   0.1395 |    3.05 |  630.0 |  50.0% |     5/12 |    580.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 620.0 m
 33990 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1395 |    1.53 |  620.0 |  20.0% |      0/0 |    195.9
 34000 |     2 |    667.27 |     9.93 |   164.09 |   493.26 |   0.1395 |    3.05 |  620.0 |  30.0% |      1/8 |    272.9
 34010 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1395 |    1.53 |  620.0 |  40.0% |     6/17 |    158.9
 34020 |     2 |    709.24 |     9.93 |   164.03 |   535.29 |   0.1395 |    3.05 |  620.0 |  30.0% |      2/9 |    316.3
 34030 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  20.0% |     5/19 |    147.9
 34040 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  50.0% |      2/5 |    491.5
 34050 |     2 |    586.34 |     9.92 |   163.54 |   412.88 |   0.1395 |    3.06 |  620.0 |  30.0% |     4/14 |    310.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 34060 |     2 |    602.39 |     9.93 |   164.70 |   427.76 |   0.1395 |    3.04 |  610.0 |  50.0% |      0/0 |    245.7
 34070 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.52 |  610.0 |  30.0% |     7/15 |    159.7
[curriculum] dock rate >= 50% -> advancing to 620.0 m
 34080 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  40.0% |      0/0 |    193.4
 34090 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  30.0% |      1/9 |    142.4
 34100 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  20.0% |     4/19 |    159.8
 34110 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  50.0% |      4/7 |    141.5
 34120 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  30.0% |     7/18 |    464.4
 34130 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.52 |  620.0 |  40.0% |      3/5 |    176.1
 34140 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1395 |    1.51 |  620.0 |  40.0% |     7/17 |    455.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 610.0 m
 34150 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1395 |    1.51 |  610.0 |  30.0% |      1/5 |    506.6
 34160 |     2 |    618.21 |     9.93 |   164.66 |   443.62 |   0.1395 |    3.04 |  610.0 |  70.0% |     2/11 |    204.3
 34170 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.50 |  610.0 |  10.0% |      0/0 |    175.4
 34180 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1395 |    1.53 |  610.0 |  60.0% |     5/12 |    147.6
 34190 |     2 |    574.96 |     9.94 |   164.34 |   400.68 |   0.1395 |    3.04 |  610.0 |  20.0% |      0/0 |    327.4
 34200 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.51 |  610.0 |  40.0% |      3/8 |    154.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 34210 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1395 |    1.51 |  600.0 |  50.0% |      0/0 |    160.8
 34220 |     2 |    571.94 |     9.92 |   163.65 |   398.38 |   0.1395 |    3.06 |  600.0 |  20.0% |     2/10 |    324.9
 34230 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1395 |    1.52 |  600.0 |  30.0% |      0/0 |    184.1
 34240 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1395 |    1.50 |  600.0 |  60.0% |     6/11 |    498.9
 34250 |     2 |    564.16 |     9.93 |   164.10 |   390.13 |   0.1394 |    3.05 |  600.0 |  50.0% |      2/2 |    221.1
 34260 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  50.0% |     7/11 |    514.0
 34270 |     2 |    587.11 |     9.92 |   164.61 |   412.58 |   0.1394 |    3.04 |  600.0 |  60.0% |    10/18 |    237.8
[curriculum] dock rate >= 50% -> advancing to 610.0 m
 34280 |     2 |    580.77 |     9.92 |   164.57 |   406.28 |   0.1394 |    3.04 |  610.0 |  40.0% |      3/8 |    293.4
 34290 |     2 |    542.95 |     9.92 |   163.61 |   369.43 |   0.1394 |    3.06 |  610.0 |  30.0% |     6/17 |    304.0
 34300 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1394 |    1.53 |  610.0 |  30.0% |      2/6 |    171.3
 34310 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  610.0 |  50.0% |     7/18 |    155.4
 34320 |     2 |    675.58 |     9.92 |   163.69 |   501.97 |   0.1394 |    3.05 |  610.0 |  40.0% |      2/5 |    301.9
 34330 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1394 |    1.52 |  610.0 |  20.0% |     5/14 |    151.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 600.0 m
 34340 |     2 |    593.73 |    10.10 |   163.88 |   419.76 |   0.1394 |    3.05 |  600.0 |  50.0% |      1/3 |   3234.7
 34350 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1394 |    1.53 |  600.0 |  60.0% |     7/10 |    161.5
 34360 |     2 |    549.17 |     9.92 |   163.95 |   375.30 |   0.1394 |    3.05 |  600.0 |  20.0% |      0/0 |    346.9
 34370 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  40.0% |      3/8 |    159.5
 34380 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  20.0% |      0/0 |    409.0
 34390 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  40.0% |     5/10 |    158.7
 34400 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  50.0% |     8/18 |    170.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 34410 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  590.0 |  10.0% |      0/4 |    163.3
 34420 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1394 |    1.52 |  590.0 |  40.0% |     5/17 |    155.0
 34430 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1394 |    1.52 |  590.0 |  30.0% |      0/0 |    188.0
 34440 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1394 |    1.52 |  590.0 |  30.0% |     3/14 |    455.0
 34450 |     2 |    608.07 |     9.93 |   165.14 |   433.00 |   0.1394 |    3.03 |  590.0 |  40.0% |      0/0 |    296.2
 34460 |     2 |    676.80 |     9.93 |   163.72 |   503.15 |   0.1394 |    3.05 |  590.0 |  70.0% |     5/10 |    240.7
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 34470 |     1 |     -9.84 |    -9.84 |     0.00 |     0.00 |   0.1394 |    1.50 |  600.0 |  30.0% |      0/0 |    180.5
 34480 |     2 |    567.84 |     9.92 |   163.65 |   394.27 |   0.1394 |    3.06 |  600.0 |  30.0% |      2/9 |    295.0
 34490 |     2 |    595.77 |     9.92 |   163.51 |   422.34 |   0.1394 |    3.06 |  600.0 |  40.0% |      0/0 |    297.0
 34500 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  40.0% |      4/9 |    175.1
 34510 |     2 |    606.55 |     9.93 |   163.97 |   432.64 |   0.1394 |    3.05 |  600.0 |  30.0% |     6/17 |    277.2
 34520 |     2 |    639.99 |     9.94 |   163.55 |   466.50 |   0.1394 |    3.06 |  600.0 |  50.0% |      3/8 |    256.1
 34530 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |  50.0% |     8/16 |    172.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 34540 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1394 |    1.52 |  590.0 |  20.0% |      1/5 |    146.6
 34550 |     2 |    621.28 |     9.92 |   164.92 |   446.44 |   0.1394 |    3.03 |  590.0 |  40.0% |     5/17 |    280.8
 34560 |     2 |    576.97 |     9.92 |   164.11 |   402.95 |   0.1394 |    3.05 |  590.0 |  50.0% |      2/4 |    286.9
 34570 |     2 |    539.70 |     9.93 |   163.69 |   366.08 |   0.1394 |    3.05 |  590.0 |  60.0% |     8/16 |    236.8
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 34580 |     2 |    481.58 |     9.93 |   164.39 |   307.27 |   0.1394 |    3.04 |  600.0 |  50.0% |      0/0 |    305.6
 34590 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1394 |    1.52 |  600.0 |   0.0% |     1/11 |    498.7
 34600 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1394 |    1.50 |  600.0 |  20.0% |      0/0 |    490.8
 34610 |     2 |    525.05 |     9.93 |   163.81 |   351.30 |   0.1393 |    3.05 |  600.0 |  20.0% |     2/11 |    364.6
 34620 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.51 |  600.0 |  20.0% |      0/0 |    471.4
 34630 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1393 |    1.51 |  600.0 |  50.0% |      4/8 |    167.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 34640 |     1 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  40.0% |      0/0 |    154.7
 34650 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.53 |  590.0 |  60.0% |      4/7 |    134.3
 34660 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  50.0% |    10/19 |    433.6
[curriculum] dock rate >= 50% -> advancing to 600.0 m
 34670 |     2 |    521.95 |     9.76 |   164.46 |   347.73 |   0.1393 |    3.04 |  600.0 |  50.0% |      2/4 |    305.5
 34680 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1393 |    1.53 |  600.0 |  10.0% |     4/15 |    191.6
 34690 |     2 |    521.99 |     9.92 |   165.08 |   346.99 |   0.1393 |    3.03 |  600.0 |  40.0% |      0/3 |    308.9
 34700 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1393 |    1.52 |  600.0 |  30.0% |     4/13 |    171.1
 34710 |     2 |    578.41 |     9.92 |   163.85 |   404.64 |   0.1393 |    3.05 |  600.0 |  30.0% |      0/0 |    333.6
 34720 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1393 |    1.53 |  600.0 |  20.0% |      3/9 |    492.4
 34730 |     2 |    566.10 |     9.92 |   164.36 |   391.81 |   0.1393 |    3.04 |  600.0 |  30.0% |     4/19 |    304.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 590.0 m
 34740 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  30.0% |      3/8 |    122.3
 34750 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  40.0% |     7/18 |    137.7
 34760 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  50.0% |      2/5 |    472.5
 34770 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1393 |    1.53 |  590.0 |  20.0% |     4/15 |    475.2
 34780 |     2 |    651.80 |     9.92 |   163.48 |   478.40 |   0.1393 |    3.06 |  590.0 |  20.0% |      1/5 |    329.3
 34790 |     2 |    659.54 |     9.92 |   163.78 |   485.83 |   0.1393 |    3.05 |  590.0 |  60.0% |     7/16 |    295.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 34800 |     2 |    601.26 |    10.09 |   164.30 |   426.86 |   0.1393 |    3.04 |  580.0 |  40.0% |      1/4 |    261.9
 34810 |     2 |    616.94 |     9.93 |   163.67 |   443.34 |   0.1393 |    3.05 |  580.0 |  60.0% |     8/15 |    282.0
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 34820 |     2 |    633.50 |     9.76 |   164.44 |   459.31 |   0.1393 |    3.04 |  590.0 |  60.0% |      1/2 |    229.0
 34830 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  50.0% |     7/11 |    485.0
 34840 |     2 |    613.23 |     9.93 |   164.56 |   438.75 |   0.1393 |    3.04 |  590.0 |  40.0% |      0/0 |    288.1
 34850 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  40.0% |      5/8 |    163.9
 34860 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  20.0% |     7/18 |    170.8
 34870 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  10.0% |      1/6 |    186.8
 34880 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1393 |    1.52 |  590.0 |  30.0% |     3/15 |    166.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 34890 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.52 |  580.0 |  10.0% |      1/6 |    209.6
 34900 |     2 |    524.30 |     9.92 |   164.73 |   349.65 |   0.1393 |    3.04 |  580.0 |  50.0% |     5/17 |    276.3
 34910 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1393 |    1.53 |  580.0 |  20.0% |      0/5 |    472.8
 34920 |     2 |    526.91 |     9.92 |   163.64 |   353.35 |   0.1393 |    3.06 |  580.0 |  70.0% |     5/15 |    538.4
 34930 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1393 |    1.52 |  580.0 |  30.0% |      1/6 |    187.1
 34940 |     2 |    551.73 |     9.93 |   164.58 |   377.22 |   0.1393 |    3.04 |  580.0 |  40.0% |     3/14 |    289.9
[curriculum] dock rate < 50% for 3 windows -> regressing to 570.0 m
 34950 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1393 |    1.53 |  570.0 |  50.0% |      3/5 |    153.9
 34960 |     2 |    581.02 |     9.92 |   163.51 |   407.59 |   0.1393 |    3.06 |  570.0 |  50.0% |     7/13 |    319.3
 34970 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1393 |    1.52 |  570.0 |  10.0% |      0/0 |    136.8
[throughput]      54108 timesteps |     31.8 steps/s |  31.47 ms/step
 34980 |     2 |    486.79 |     9.92 |   164.00 |   312.87 |   0.1392 |    3.05 |  570.0 |  60.0% |     6/12 |    268.7
 34990 |     2 |    518.40 |     9.91 |   164.61 |   343.88 |   0.1392 |    3.04 |  570.0 |  70.0% |    10/18 |    211.6
[curriculum] dock rate >= 50% -> advancing to 580.0 m
 35000 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.52 |  580.0 |  30.0% |      3/9 |    168.1
 35010 |     2 |    557.70 |     9.93 |   163.95 |   383.82 |   0.1392 |    3.05 |  580.0 |  60.0% |     5/16 |    230.5
 35020 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1392 |    1.52 |  580.0 |  10.0% |      1/5 |    187.7
 35030 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1392 |    1.51 |  580.0 |  30.0% |     2/15 |    129.5
 35040 |     2 |    498.29 |     9.92 |   165.00 |   323.37 |   0.1392 |    3.03 |  580.0 |  50.0% |      1/3 |    578.3
 35050 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1392 |    1.52 |  580.0 |  30.0% |     5/12 |    139.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 570.0 m
 35060 |     2 |    613.81 |     9.92 |   163.59 |   440.30 |   0.1392 |    3.06 |  570.0 |  40.0% |      0/0 |    307.3
 35070 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1392 |    1.53 |  570.0 |  20.0% |     3/10 |    186.1
 35080 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.51 |  570.0 |  20.0% |     5/19 |    184.4
 35090 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.51 |  570.0 |  50.0% |      4/7 |    159.4
 35100 |     2 |    594.56 |     9.92 |   165.13 |   419.51 |   0.1392 |    3.03 |  570.0 |  70.0% |    10/18 |    242.9
[curriculum] dock rate >= 50% -> advancing to 580.0 m
 35110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1392 |    1.51 |  580.0 |  40.0% |      3/6 |    495.8
 35120 |     2 |    691.48 |     9.93 |   164.04 |   517.52 |   0.1392 |    3.05 |  580.0 |  40.0% |     5/14 |    286.0
 35130 |     2 |    458.15 |     9.92 |   165.58 |   282.65 |   0.1392 |    3.02 |  580.0 |  50.0% |      3/5 |    296.6
 35140 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.51 |  580.0 |  20.0% |     6/14 |    467.3
 35150 |     2 |    447.73 |     9.91 |   164.61 |   273.20 |   0.1392 |    3.04 |  580.0 |  50.0% |      0/0 |    265.9
 35160 |     2 |    522.83 |     9.92 |   163.70 |   349.21 |   0.1392 |    3.05 |  580.0 |  40.0% |     5/13 |    316.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 570.0 m
 35170 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1392 |    1.52 |  570.0 |  50.0% |      0/0 |    138.0
 35180 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.52 |  570.0 |  30.0% |     3/10 |    154.7
 35190 |     2 |    587.84 |     9.92 |   163.53 |   414.39 |   0.1392 |    3.06 |  570.0 |  30.0% |      2/3 |    250.8
 35200 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1392 |    1.52 |  570.0 |  40.0% |     5/11 |    100.9
[curriculum] dock rate >= 50% -> advancing to 580.0 m
 35210 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1392 |    1.52 |  580.0 |  50.0% |      0/0 |    139.2
 35220 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1392 |    1.51 |  580.0 |  40.0% |      3/8 |    138.3
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 35230 |     2 |    565.43 |     9.75 |   163.65 |   392.02 |   0.1392 |    3.06 |  590.0 |  70.0% |      1/3 |    284.0
 35240 |     2 |    610.58 |     9.93 |   163.50 |   437.15 |   0.1392 |    3.06 |  590.0 |  30.0% |     4/13 |    331.0
 35250 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1392 |    1.51 |  590.0 |  40.0% |      0/0 |    157.5
 35260 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1392 |    1.52 |  590.0 |  10.0% |     2/12 |    152.8
 35270 |     2 |    529.09 |     9.92 |   164.94 |   354.23 |   0.1392 |    3.03 |  590.0 |  80.0% |      0/0 |    595.4
 35280 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.52 |  590.0 |  40.0% |      4/9 |    155.8
 35290 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1392 |    1.52 |  590.0 |  20.0% |     7/19 |    220.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 35300 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1392 |    1.52 |  580.0 |  30.0% |      2/5 |    166.3
 35310 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1392 |    1.53 |  580.0 |  20.0% |     5/15 |    180.2
 35320 |     2 |    558.53 |     9.92 |   166.24 |   382.37 |   0.1392 |    3.01 |  580.0 |  40.0% |      1/4 |    288.3
 35330 |     2 |    616.64 |     9.92 |   163.62 |   443.11 |   0.1392 |    3.06 |  580.0 |  70.0% |     7/10 |    240.5
 35340 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1391 |    1.50 |  580.0 |  30.0% |    10/19 |    176.3
[curriculum] dock rate >= 50% -> advancing to 590.0 m
 35350 |     2 |    675.19 |     9.93 |   164.00 |   501.27 |   0.1391 |    3.05 |  590.0 |  10.0% |      0/9 |    308.9
 35360 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1391 |    1.53 |  590.0 |  30.0% |     4/18 |    476.0
 35370 |     2 |    628.40 |     9.92 |   163.55 |   454.94 |   0.1391 |    3.06 |  590.0 |  50.0% |      0/3 |    272.7
 35380 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1391 |    1.53 |  590.0 |  30.0% |     6/12 |    190.7
 35390 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1391 |    1.51 |  590.0 |  40.0% |      2/4 |    720.9
 35400 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1391 |    1.52 |  590.0 |  20.0% |     4/15 |    173.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 580.0 m
 35410 |     2 |    532.69 |    10.09 |   164.16 |   358.43 |   0.1391 |    3.05 |  580.0 |  30.0% |      1/4 |    632.1
 35420 |     2 |    500.91 |     9.92 |   165.13 |   325.86 |   0.1391 |    3.03 |  580.0 |  40.0% |     4/13 |    299.0
 35430 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1391 |    1.53 |  580.0 |  20.0% |      0/0 |    175.7
 35440 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1391 |    1.52 |  580.0 |  30.0% |      3/9 |    203.0
